Address,Price
"22/10, Moat Street, Edinburgh, EH14 1PJ","£156,500  on 31 May 2024"
"8V, Fair A Far, Edinburgh, EH4 6QE","£215,000  on 31 May 2024"
"18 Rutherford Drive, Edinburgh, EH16 6AX","£180,000  on 31 May 2024,£168,000  on 28 January 2022"
"Flat 5, 14 Kane Wynd, Edinburgh, EH16 4XE","£203,000  on 31 May 2024"
"8/7 Constitution Street, Edinburgh, EH6 7BT","£241,050  on 31 May 2024,£200,000  on 30 August 2023,£190,191  on 28 August 2020"
"7/1 Craigentinny Road, Edinburgh, EH7 6LY","£150,000  on 31 May 2024"
"14/4 Duff Street, Edinburgh, EH11 2HG","£288,000  on 31 May 2024"
"5 Sighthill Avenue, Edinburgh, EH11 4QU","£182,000  on 31 May 2024,£150,000  on 29 January 2021"
"36/7 Sloan Street, Edinburgh, EH6 8PH","£255,000  on 31 May 2024"
"14 Abbey Lane, Edinburgh, EH8 8HH","£140,000  on 31 May 2024"
"9/16 Northfield Grove, Edinburgh, EH8 7RN","£150,000  on 31 May 2024"
"2/6 Christian Crescent, Edinburgh, EH15 3AE","£153,500  on 31 May 2024,£137,000  on 26 February 2021"
"34 Bridge Street, Newbridge, Midlothian, EH28 8SR","£144,000  on 31 May 2024,£138,000  on 3 July 2023"
"28/53 Roseburn Place, Edinburgh, EH12 5NX","£170,100  on 31 May 2024,£168,000  on 17 April 2023"
"2 Pembroke Place, Edinburgh, EH12 5HX","£595,000  on 31 May 2024"
"Flat 1, 2C, Robertson Avenue, Edinburgh, EH11 1PZ","£325,000  on 31 May 2024"
"279 Gilmerton Road, Edinburgh, EH16 5TT","£180,000  on 31 May 2024,£166,500  on 20 April 2021"
"130 Boswall Parkway, Edinburgh, EH5 2PN","£155,000  on 31 May 2024"
"Flat 6, Flat 6, 33 Water Street, Edinburgh, EH6 6SZ","£202,000  on 31 May 2024"
"6/4 Saughton Mains Park, Edinburgh, EH11 3LZ","£125,000  on 31 May 2024"
"65/2 Newtoft Street, Edinburgh, EH17 8RB","£145,000  on 31 May 2024"
"42/6 Saughton Road, Edinburgh, EH11 3LY","£130,000  on 31 May 2024"
"23/1 East Comiston, Edinburgh, EH10 6RZ","£325,000  on 31 May 2024"
"Flat 16, 3 Salamander Court, Edinburgh, EH6 7JE","£231,130  on 31 May 2024"
"39/31, Pilrig Heights, Edinburgh, EH6 5FD","£185,000  on 31 May 2024"
"22/7 Stenhouse Street West, Edinburgh, EH11 3DX","£198,000  on 31 May 2024"
"22/1 East Suffolk Park, Edinburgh, EH16 5PN","£360,000  on 31 May 2024"
"206 Piersfield Terrace, Edinburgh, EH8 7BN","£140,000  on 31 May 2024"
"1/7 Milton Street, Edinburgh, EH8 8EZ","£160,000  on 31 May 2024"
"8/4 Rannoch Grove, Edinburgh, EH4 7EH","£172,549  on 31 May 2024"
"1/17, Ladywell Avenue, Edinburgh, EH12 7LG","£195,000  on 31 May 2024"
"42/6 Saughton Road, Edinburgh, EH11 3LY","£130,000  on 31 May 2024"
"22/7 Stenhouse Street West, Edinburgh, EH11 3DX","£198,000  on 31 May 2024"
"65 Marionville Road, Edinburgh, EH7 6AQ","£315,000  on 31 May 2024,£250,000  on 26 March 2021"
"5a Eglinton Crescent, Edinburgh, EH12 5DH","£380,000  on 31 May 2024,£365,000  on 30 April 2021"
"8 Dudley Avenue, Edinburgh, EH6 4PN","£753,000  on 31 May 2024"
"155 Upper Craigour, Edinburgh, EH17 7SQ","£299,995  on 30 May 2024"
"86 Wester Drylaw Drive, Edinburgh, EH4 2ST","£203,300  on 30 May 2024"
"18 Clarkson Road, Gilmerton, Edinburgh, EH17 8ZD","£430,995  on 30 May 2024"
"6 Clarkson Road, Edinburgh, EH17 8ZD","£309,995  on 30 May 2024"
"4 Keggie Avenue, Edinburgh, EH17 8ZT","£289,995  on 30 May 2024"
"255/1, Canongate, Edinburgh, EH8 8BQ","£240,000  on 30 May 2024"
"Flat 2, 59 Craiglockhart Avenue, Edinburgh, EH14 1LS","£170,000  on 30 May 2024"
"91/8, Morningside Road, Edinburgh, EH10 4AY","£300,000  on 30 May 2024,£290,000  on 4 September 2020"
"145 Bruntsfield Place, Edinburgh, EH10 4EB","£562,500  on 30 May 2024,£300,000  on 16 September 2020"
"20 Longstone Street, Edinburgh, EH14 2BR","£395,000  on 30 May 2024,£355,250  on 16 October 2020"
"62 Todshaugh Gardens, Kirkliston, EH29 9GE","£295,000  on 30 May 2024"
"1 Tarvit Street, Edinburgh, EH3 9LB","£260,000  on 30 May 2024"
"3/7 Appin Street, Edinburgh, EH14 1PA","£305,000  on 30 May 2024,£275,000  on 17 January 2020"
"4/12 McNeill Street, Edinburgh, EH11 1JN","£172,000  on 30 May 2024"
"Flat 10, 1 East Pilton Farm Crescent, Edinburgh, EH5 2GF","£231,500  on 30 May 2024"
"24 Smeaton Wynd, Edinburgh, EH16 4ZT","£315,995  on 30 May 2024"
"75 Craighall Gardens, Musselburgh, EH21 8FR","£219,995  on 30 May 2024"
"24 Comiston View, Edinburgh, EH10 6LP","£465,000  on 30 May 2024"
"28 Craighall Avenue, Musselburgh, EH21 8FQ","£285,995  on 30 May 2024"
"18 Smeaton Wynd, Edinburgh, EH16 4ZT","£315,995  on 30 May 2024"
"71 Craighall Gardens, Musselburgh, EH21 8FR","£289,995  on 30 May 2024"
"20 Smeaton Wynd, Edinburgh, EH16 4ZT","£279,995  on 30 May 2024"
"Flat 9, 6 Norwal Lane, Edinburgh, EH12 0EE","£280,000  on 30 May 2024"
"113 Cunningham Square, Edinburgh, EH15 1BA","£295,995  on 30 May 2024"
"2 Douglas Terrace, Edinburgh, EH11 2BS","£238,737  on 30 May 2024"
"9/10 New Cut Rigg, Craighall Road, Edinburgh, EH6 4QR","£295,000  on 30 May 2024,£280,000  on 4 April 2022"
"2 Harlaw Bank, Edinburgh, EH14 7HR","£950,000  on 30 May 2024"
"Flat 18, Flat 18, 5 Lochend Park View, Edinburgh, EH7 5FB","£230,000  on 30 May 2024"
"1F1, 7 Broughton Place, Edinburgh, EH1 3RL","£475,000  on 30 May 2024,£462,000  on 1 October 2021"
"2/1 Dryden Gait, Edinburgh, EH7 4QR","£242,542  on 30 May 2024"
"5/8 Westburn Grove, Edinburgh, EH14 2RY","£175,000  on 30 May 2024"
"1F1, 112 Polwarth Gardens, Edinburgh, EH11 1LH","£320,327  on 30 May 2024"
"Flat 7, 100 Temple Park Crescent, Edinburgh, EH11 1FP","£275,000  on 30 May 2024"
"69 Craighall Gardens, Musselburgh, EH21 8FR","£268,995  on 30 May 2024"
"Flat 10, 59 Craiglockhart Avenue, Edinburgh, EH14 1LS","£225,000  on 30 May 2024"
"2 Keggie Avenue, Edinburgh, EH17 8ZT","£289,995  on 30 May 2024"
"7 West Preston Street, Edinburgh, EH8 9PX","£490,000  on 30 May 2024"
"12 Easter Drylaw Bank, Edinburgh, EH4 2QN","£185,000  on 30 May 2024"
"2/14 Appin Street, Edinburgh, EH14 1PA","£310,000  on 30 May 2024,£282,500  on 18 August 2021"
"3 Belgrave Terrace, Edinburgh, EH12 6XQ","£255,000  on 30 May 2024"
"61 Ashley Terrace, Edinburgh, EH11 1RX","£402,000  on 30 May 2024"
"Flat 13D/6, West Pilton Avenue, Edinburgh, EH4 4BX","£157,000  on 30 May 2024"
"73 Wester Drylaw Place, Edinburgh, EH4 2TL","£245,000  on 30 May 2024"
"101 Lanark Road West, Currie, Midlothian, EH14 5LB","£585,000  on 30 May 2024"
"61 Ashley Terrace, Edinburgh, EH11 1RX","£402,000  on 30 May 2024"
"91 Lanark Road, Edinburgh, EH14 2LZ","£550,000  on 30 May 2024"
"5 Norwal Way, Edinburgh, EH12 0EA","£579,995  on 29 May 2024"
"33 Polwarth Crescent, Edinburgh, EH11 1HR","£262,000  on 29 May 2024"
"16/1, Valleyfield Street, Edinburgh, EH3 9LR","£300,000  on 29 May 2024"
"15 James Gall Wynd, Edinburgh, EH16 5FF","£699,996  on 29 May 2024"
"25/3 Mount Lodge Place, Edinburgh, EH15 2AD","£243,888  on 29 May 2024"
"14 Mayfield Place, Edinburgh, EH12 7UZ","£165,000  on 29 May 2024"
"2/3 Clearburn Crescent, Edinburgh, EH16 5ER","£175,000  on 29 May 2024"
"17/4, Cathcart Place, Edinburgh, EH11 2HF","£155,000  on 29 May 2024,£150,000  on 10 May 2021"
"27 Sunbury Place, Edinburgh, EH4 3BY","£610,000  on 29 May 2024"
"11 Rosebank Gardens, Edinburgh, EH5 3QR","£550,000  on 29 May 2024"
"15 Ivy Terrace, Edinburgh, EH11 1PQ","£420,000  on 29 May 2024"
"44/4 Maritime Street, Edinburgh, EH6 6SA","£253,000  on 29 May 2024"
"Flat 11, 2 Meggetland Square, Edinburgh, EH14 1XP","£390,000  on 29 May 2024"
"1 Old Liston Road, Newbridge, Midlothian, EH28 8SJ","£357,000  on 29 May 2024"
"18 Falcon Avenue, Edinburgh, EH10 4AJ","£315,000  on 29 May 2024"
"70 Trafalgar Lane, Edinburgh, EH6 4DQ","£242,000  on 29 May 2024"
"Flat 3F1, 73 Lothian Road, Edinburgh, EH3 9AW","£240,000  on 29 May 2024"
"Flat 4, 59 Craiglockhart Avenue, Edinburgh, EH14 1LS","£210,000  on 29 May 2024"
"2 Gifford Crescent, Balerno, EH14 7FH","£925,000  on 29 May 2024"
"12/2, Grange Terrace, Edinburgh, EH9 2LD","£436,000  on 29 May 2024"
"41 Longstone Grove, Edinburgh, EH14 2BT","£225,000  on 29 May 2024,£191,250  on 16 September 2021"
"15/14 Albert Street, Edinburgh, EH7 5LQ","£150,100  on 29 May 2024"
"Flat 9, 41 Pilrig Heights, Edinburgh, EH6 5FG","£252,000  on 29 May 2024"
"22/4 Roseburn Maltings, Edinburgh, EH12 5LL","£295,000  on 29 May 2024"
"Flat 1F1, 4 Howden Street, Edinburgh, EH8 9HL","£216,000  on 29 May 2024,£104,000  on 15 November 2019"
"22 Longstone Avenue, Edinburgh, EH14 2AZ","£196,500  on 29 May 2024"
"6F2, 55 Niddry Street, Edinburgh, EH1 1LG","£219,000  on 29 May 2024"
"39/22, East Crosscauseway, Edinburgh, EH8 9HG","£96,000  on 28 May 2024"
"103 Cunningham Square, Edinburgh, EH15 1BA","£313,995  on 28 May 2024"
"33 Hope Lane North, Edinburgh, EH15 2PZ","£717,160  on 28 May 2024"
"Flat 19, 12 Simpson Loan, Edinburgh, EH3 9GP","£420,000  on 28 May 2024"
"30 Raeburn Place, Edinburgh, EH4 1HN","£1,285,000  on 28 May 2024,£1,100,000  on 7 July 2022"
"11 Ryehill Place, Edinburgh, EH6 8EP","£265,000  on 28 May 2024"
"288 Easter Road, Edinburgh, EH6 8JU","£161,000  on 28 May 2024"
"Flat 3, 99 Ocean Drive, North Leith, Edinburgh, EH6 6BW","£342,500  on 28 May 2024"
"5/5, Sloan Street, Edinburgh, EH6 8PL","£78,750  on 28 May 2024"
"1/7 Caledonian Road, Edinburgh, EH11 2DA","£360,000  on 28 May 2024"
"2/5, East Comiston, Edinburgh, EH10 6RZ","£295,000  on 28 May 2024"
"54 Gilberstoun Brig, Edinburgh, EH15 2RP","£215,000  on 28 May 2024"
"Flat 11, 6 Norwal Lane, Edinburgh, EH12 0EE","£375,000  on 28 May 2024"
"5 Bughtlin Loan, Edinburgh, EH12 8UZ","£260,000  on 28 May 2024"
"2F2, 1 Abbey Street, Edinburgh, EH7 5SJ","£305,000  on 28 May 2024"
"Flat 10, 19 Pillans Place, Edinburgh, EH6 7FJ","£320,000  on 28 May 2024,£267,500  on 4 October 2021"
"56 Saughton Road North, Edinburgh, EH12 7LD","£563,785  on 28 May 2024"
"10 Portsburgh Square, Edinburgh, EH1 2JB","£410,000  on 28 May 2024"
"39/16 Blackford Avenue, Edinburgh, EH9 3HN","£250,000  on 28 May 2024,£230,000  on 17 July 2020"
"Flat 20, 18 Simpson Loan, Edinburgh, EH3 9GB","£1,055,000  on 28 May 2024"
"2/1 Larbourfield, Edinburgh, EH11 4QY","£141,263  on 28 May 2024,£103,500  on 26 February 2021"
"23 Quilts Wynd, Edinburgh, EH6 5RZ","£175,000  on 27 May 2024,£167,500  on 14 October 2021"
"1F1, 172 Dalkeith Road, Edinburgh, EH16 5DX","£350,000  on 24 May 2024,£280,000  on 4 August 2022"
"20 Buckstone Crescent, Edinburgh, EH10 6PL","£319,500  on 24 May 2024"
"7 Blantyre Terrace, Edinburgh, EH10 5AD","£927,500  on 24 May 2024"
"13 Dudley Crescent, Edinburgh, EH6 4QF","£638,000  on 24 May 2024"
"14/1, Craigentinny Road, Edinburgh, EH7 6LU","£145,500  on 24 May 2024"
"4 Parliament Way, Kirkliston, EH29 9GY","£274,995  on 24 May 2024"
"5/1, Lord Russell Place, Edinburgh, EH9 1NQ","£335,000  on 24 May 2024"
"21/2, Murieston Lane, Edinburgh, EH11 2LX","£199,084  on 24 May 2024"
"121/2, St. Johns Road, Edinburgh, EH12 7SB","£260,000  on 24 May 2024"
"7 Gylemuir Lane, Edinburgh, EH12 7FE","£453,000  on 24 May 2024"
"53 Carrick Knowe Avenue, Edinburgh, EH12 7DE","£220,000  on 24 May 2024"
"40/5, Hutchison Avenue, Edinburgh, EH14 1QP","£178,000  on 24 May 2024"
"51/6, Oxgangs Avenue, Edinburgh, EH13 9HU","£144,550  on 24 May 2024"
"9 Queen Margaret Drive, South Queensferry, EH30 9JF","£285,000  on 24 May 2024"
"2F1, 5 Robertson Avenue, Edinburgh, EH11 1QA","£150,000  on 24 May 2024"
"Flat 9, 5 Gylemuir Lane, Edinburgh, EH12 7FF","£350,000  on 24 May 2024"
"121 Lower Granton Road, Edinburgh, EH5 1EX","£450,000  on 24 May 2024"
"20/7, Balfour Place, Edinburgh, EH6 5DW","£170,170  on 24 May 2024"
"15 Albion Road, Edinburgh, EH7 5QJ","£186,050  on 24 May 2024"
"17 Harrison Road, Edinburgh, EH11 1EG","£490,000  on 24 May 2024"
"7 March Road, Edinburgh, EH4 3TD","£591,100  on 24 May 2024"
"19/4, Sinclair Place, Edinburgh, EH11 1AH","£246,225  on 24 May 2024"
"16 Fairley Wynd, Edinburgh, EH12 0AG","£560,000  on 24 May 2024"
"1F2, 10 Mayfield Road, Edinburgh, EH9 2NJ","£515,000  on 24 May 2024,£400,000  on 26 November 2021"
"101 Lawrie Reilly Place, Edinburgh, EH7 5FG","£325,000  on 24 May 2024,£280,000  on 12 December 2019"
"3F3, 11 Bothwell Street, Edinburgh, EH7 5PX","£205,000  on 24 May 2024,£218,000  on 29 July 2022,£140,000  on 18 June 2021"
"3F2, 20 West Savile Terrace, Edinburgh, EH9 3EA","£365,000  on 24 May 2024,£295,000  on 15 January 2021"
"Flat 4, 18 Fishwives Causeway, Edinburgh, EH15 1DH","£285,000  on 24 May 2024"
"24 Gilmerton Station Road, Edinburgh, EH17 8RZ","£280,000  on 24 May 2024"
"49 Dudley Avenue, Edinburgh, EH6 4PL","£535,333  on 24 May 2024"
"369 Calder Road, Edinburgh, EH11 4AJ","£185,000  on 24 May 2024,£169,000  on 7 January 2022"
"32 Craiglockhart Crescent, Edinburgh, EH14 1EY","£668,765  on 24 May 2024"
"147 Parkhead Avenue, Edinburgh, EH11 4RW","£195,000  on 24 May 2024"
"5, Shandon Place, Edinburgh, EH11 1QN","£474,700  on 24 May 2024"
"9 Dundas Avenue, South Queensferry, West Lothian, EH30 9QD","£200,000  on 24 May 2024"
"81/3, Brunswick Street, Edinburgh, EH7 5HS","£307,000  on 24 May 2024"
"46 Christian Crescent, Edinburgh, EH15 3AB","£202,520  on 24 May 2024"
"16/9, Bryson Road, Edinburgh, EH11 1EE","£270,123  on 24 May 2024,£237,500  on 14 July 2021"
"3 Slateford Gait, Edinburgh, EH11 1GX","£305,000  on 24 May 2024"
"1F1, 7 Bruntsfield Avenue, Edinburgh, EH10 4EL","£430,000  on 24 May 2024,£345,000  on 30 October 2020"
"60, Cowan Road, Edinburgh, EH11 1RJ","£300,000  on 24 May 2024"
"10 Coillesdene Grove, Edinburgh, EH15 2JE","£321,500  on 24 May 2024"
"65/3 Comely Bank Road, Edinburgh, EH4 1AW","£425,000  on 24 May 2024"
"271 Easter Road, Edinburgh, EH6 8LQ","£260,000  on 24 May 2024"
"6 Granton Mill March, Edinburgh, EH4 4US","£225,000  on 24 May 2024"
"2F1, 4 Montague Street, Edinburgh, EH8 9QU","£360,000  on 24 May 2024,£275,000  on 26 March 2021"
"183/1 Broughton Road, Edinburgh, EH7 4LN","£210,000  on 24 May 2024,£181,000  on 9 April 2020"
"Flat 5, 2 Constitution Place, Edinburgh, EH6 7DL","£276,500  on 24 May 2024"
"41 Echline View, South Queensferry, West Lothian, EH30 9XL","£403,000  on 24 May 2024"
"6/5 Western Harbour Place, Edinburgh, EH6 6NG","£325,000  on 24 May 2024"
"7 Venturefair Drive, Edinburgh, EH17 8WD","£188,000  on 24 May 2024"
"466 Lanark Road, Juniper Green, EH14 5BQ","£210,000  on 24 May 2024"
"6 Drummond Street, Edinburgh, EH8 9TU","£381,000  on 24 May 2024"
"35A, Hopetoun Street, Edinburgh, EH7 4NG","£450,000  on 24 May 2024"
"Flat 4, 11B, Abercorn Terrace, Edinburgh, EH15 2DE","£327,500  on 24 May 2024"
"1F2, 58, Rodney Street, Edinburgh, EH7 4DX","£227,500  on 24 May 2024"
"54/15, Broughton Road, Edinburgh, EH7 4EF","£190,000  on 24 May 2024"
"23 Wester Broom Gardens, Edinburgh, EH12 7RA","£255,000  on 24 May 2024"
"63 Brunswick Street, Edinburgh, EH7 5HT","£540,000  on 24 May 2024,£462,000  on 12 September 2022"
"8 Marshall Road, Kirkliston, EH29 9DE","£200,000  on 24 May 2024"
"47/2, East Claremont Street, Edinburgh, EH7 4HU","£420,000  on 24 May 2024"
"7 Westbank Loan, Edinburgh, EH15 1UB","£160,000  on 24 May 2024"
"11/4, Dalgety Street, Edinburgh, EH7 5UN","£154,000  on 24 May 2024"
"6 Craiglockhart Drive North, Edinburgh, EH14 1HS","£967,000  on 24 May 2024"
"22 Craigleith Hill Loan, Edinburgh, EH4 2JD","£450,000  on 24 May 2024"
"12/5, Lochend House, 24 Restalrig Gardens, Edinburgh, EH7 6HU","£123,932  on 24 May 2024,£69,000  on 30 June 2023"
"11/2, Clarendon Crescent, Edinburgh, EH4 1PU","£508,014  on 24 May 2024"
"88/2, Marchmont Crescent, Edinburgh, EH9 1HD","£643,500  on 24 May 2024,£360,000  on 8 January 2021"
"2F1, 8 Oxford Street, Edinburgh, EH8 9PJ","£365,000  on 24 May 2024,£283,555  on 28 September 2020"
"11 Juniper Terrace, Juniper Green, EH14 5EF","£231,500  on 24 May 2024,£225,000  on 16 April 2021"
"4/12, Wardlaw Terrace, Edinburgh, EH11 1TW","£160,000  on 24 May 2024"
"52 Torwood Crescent, Edinburgh, EH12 9GJ","£318,000  on 24 May 2024"
"26/8 Causewayside, Edinburgh, EH9 1QB","£212,800  on 24 May 2024"
"4 Saughtonhall Avenue, Edinburgh, EH12 5RL","£360,000  on 24 May 2024"
"1/4, Wardlaw Place, Edinburgh, EH11 1UA","£215,000  on 24 May 2024"
"18/1 Hutchison Road, Edinburgh, EH14 1RD","£185,101  on 24 May 2024"
"Flat 5, 34 Simpson Loan, Edinburgh, EH3 9GF","£322,500  on 24 May 2024"
"10 Comiston Place, Edinburgh, EH10 6AF","£450,000  on 24 May 2024"
"3/2 Dalry Gait, Edinburgh, EH11 2AU","£269,500  on 24 May 2024,£255,000  on 11 December 2020"
"29 Abercorn Crescent, Edinburgh, EH8 7HY","£425,000  on 24 May 2024"
"8/9 East Pilton Farm Avenue, Edinburgh, EH5 2GB","£232,000  on 24 May 2024,£230,000  on 16 June 2023"
"56 West Court, Ravelston House Park, Edinburgh, EH4 3NP","£255,000  on 24 May 2024"
"66/4 Lochend Road South, Edinburgh, EH7 6DE","£130,000  on 24 May 2024"
"69 Moubray Grove, South Queensferry, West Lothian, EH30 9PD","£162,500  on 24 May 2024"
"9 Polwarth Place, Edinburgh, EH11 1LG","£305,150  on 24 May 2024"
"3/85, Hailesland Park, Edinburgh, EH14 2RG","£72,000  on 24 May 2024"
"1 Bellevue Grove, Edinburgh, EH7 4DD","£480,500  on 24 May 2024,£410,000  on 24 February 2021"
"1 Grierson Crescent, Edinburgh, EH5 2AT","£500,067  on 24 May 2024"
"5/8 Sheriff Park, Edinburgh, EH6 6DY","£195,000  on 24 May 2024"
"2j Fair A Far, Edinburgh, EH4 6QD","£160,000  on 24 May 2024"
"59/2 Balbirnie Place, Edinburgh, EH12 5JL","£191,000  on 24 May 2024,£170,000  on 20 December 2019"
"25/5, Polwarth Crescent, Edinburgh, EH11 1HR","£292,014  on 24 May 2024,£250,000  on 9 September 2022"
"50/4 Spylaw Road, Edinburgh, EH10 5BL","£400,000  on 24 May 2024"
"9 St. Marys Place, Edinburgh, EH15 2QF","£1,050,000  on 24 May 2024"
"15/5 Tower Street, Edinburgh, EH6 7BX","£255,000  on 24 May 2024"
"81/4 Mount Vernon Road, Edinburgh, EH16 6JH","£170,000  on 24 May 2024"
"57/5, Marchmont Road, Edinburgh, EH9 1HT","£410,000  on 24 May 2024"
"12/15 Redbraes Grove, Edinburgh, EH7 4LJ","£155,000  on 24 May 2024"
"124/6 Gylemuir Road, Edinburgh, EH12 7US","£232,250  on 24 May 2024"
"2F1, 48 Rodney Street, Edinburgh, EH7 4DX","£295,000  on 24 May 2024,£245,000  on 8 January 2021"
"18 Logie Green Gardens, Edinburgh, EH7 4HE","£290,000  on 24 May 2024"
"10/8, Waverley Park, Edinburgh, EH8 8EU","£150,000  on 24 May 2024"
"4 Comiston Gardens, Edinburgh, EH10 5QH","£346,000  on 24 May 2024"
"25 Comely Bank, Edinburgh, EH4 1AJ","£1,070,000  on 24 May 2024"
"213/1, Great Junction Street, Edinburgh, EH6 5RU","£267,000  on 24 May 2024"
"86 Gyle Park Gardens, Edinburgh, EH12 8NQ","£327,000  on 24 May 2024"
"6/8, Hawthornden Place, Edinburgh, EH7 4RG","£210,000  on 24 May 2024"
"2/4, Tweeddale Court, 14 High Street, Edinburgh, EH1 1TE","£220,000  on 24 May 2024"
"Pf3, 24 Dean Park Street, Edinburgh, EH4 1JT","£235,000  on 24 May 2024"
"Flat 72, 26 Viewforth, Edinburgh, EH10 4FF","£470,000  on 24 May 2024,£441,000  on 14 October 2021"
"30 Silverknowes Brae, Edinburgh, EH4 5PQ","£375,000  on 24 May 2024"
"11 Craiglockhart Dell Road, Edinburgh, EH14 1JW","£582,500  on 24 May 2024"
"18 Elliot Road, Edinburgh, EH14 1DU","£531,000  on 24 May 2024"
"24/10, Upper Gray Street, Edinburgh, EH9 1SW","£295,000  on 24 May 2024"
"61 Allan Park, Kirkliston, EH29 9BP","£318,000  on 24 May 2024"
"144/7, Morvenside, Edinburgh, EH14 2AD","£167,000  on 24 May 2024,£155,000  on 24 April 2020"
"22/3, Parkgrove Road, Edinburgh, EH4 7RR","£181,250  on 24 May 2024"
"17/2, Newhaven Main Street, Edinburgh, EH6 4NA","£205,000  on 24 May 2024"
"80/8, Temple Park Crescent, Edinburgh, EH11 1HZ","£220,000  on 24 May 2024"
"7 Mount Vernon Road, Edinburgh, EH16 6BN","£355,500  on 24 May 2024"
"73/3, Stevenson Drive, Edinburgh, EH11 3AZ","£170,000  on 24 May 2024"
"23b Stanley Road, Edinburgh, EH6 4SE","£350,000  on 24 May 2024,£321,500  on 25 September 2020,£345,350  on 27 March 2020"
"55 Craigleith Hill Gardens, Edinburgh, EH4 2JB","£475,000  on 24 May 2024"
"77/2 Barnton Park View, Edinburgh, EH4 6EL","£210,000  on 24 May 2024"
"52 Great King Street, Edinburgh, EH3 6QY","£580,000  on 24 May 2024"
"11/10 St. Leonards Lane, Edinburgh, EH8 9SD","£240,000  on 24 May 2024"
"20 Regent Place, Edinburgh, EH7 5SB","£230,000  on 24 May 2024"
"255/3, Canongate, Edinburgh, EH8 8DQ","£305,000  on 24 May 2024"
"1F3, 17 Home Street, Edinburgh, EH3 9JR","£145,000  on 24 May 2024"
"2 Southbank Court, Easter Park Drive, Edinburgh, EH4 6SH","£250,000  on 24 May 2024"
"6 Comely Bank, Edinburgh, EH4 1AN","£1,225,000  on 24 May 2024"
"6/5, Craighall Crescent, Edinburgh, EH6 4RY","£260,000  on 24 May 2024,£245,000  on 24 January 2020"
"Flat 2F1, 32 Bothwell Street, Edinburgh, EH7 5PU","£155,000  on 24 May 2024"
"50 Clermiston Place, Edinburgh, EH4 7DR","£222,388  on 24 May 2024"
"2F1, 44 Kings Road, Edinburgh, EH15 1DX","£223,000  on 24 May 2024"
"3 Brougham Street, Edinburgh, EH3 9JS","£298,000  on 24 May 2024"
"10 Drum Brae Crescent, Edinburgh, EH4 7SB","£232,000  on 24 May 2024,£217,500  on 14 January 2022"
"18 Dean Park Street, Edinburgh, EH4 1JP","£296,033  on 24 May 2024"
"6 Dickson Street, Edinburgh, EH6 8RL","£221,000  on 24 May 2024"
"6/3 Craighouse Gardens, Edinburgh, EH10 5TX","£199,525  on 24 May 2024,£106,000  on 13 October 2021"
"3/4 Sinclair Close, Edinburgh, EH11 1US","£281,000  on 24 May 2024"
"13 Coillesdene Avenue, Edinburgh, EH15 2JF","£540,000  on 23 May 2024"
"10 Newbyth Road, Edinburgh, EH17 8GW","£390,000  on 23 May 2024,£395,500  on 21 March 2024"
"Flat 14, 13 Arneil Drive, Edinburgh, EH5 2GS","£187,250  on 23 May 2024"
"13 Lismore Avenue, Edinburgh, EH8 7DW","£530,000  on 23 May 2024"
"41 Cleekim Drive, Edinburgh, EH15 3QP","£260,513  on 23 May 2024,£115,000  on 21 May 2021"
"1F, Moray Place, Edinburgh, EH3 6DS","£742,000  on 23 May 2024"
"27 Springfield Crescent, South Queensferry, EH30 9SB","£305,000  on 23 May 2024"
"9 Willowbrae Avenue, Edinburgh, EH8 7HB","£502,050  on 23 May 2024"
"13 Lismore Avenue, Edinburgh, EH8 7DW","£530,000  on 23 May 2024"
"Flat 14, 13 Arneil Drive, Edinburgh, EH5 2GS","£187,250  on 23 May 2024"
"38 Limefield, Edinburgh, EH17 8PF","£190,000  on 23 May 2024,£182,500  on 15 September 2022"
"20/4 Captains Drive, Edinburgh, EH16 6QW","£138,000  on 23 May 2024"
"30 Groathill Loan, Edinburgh, EH4 2WL","£515,000  on 23 May 2024"
"Flat 6, 99 Ocean Drive, North Leith, Edinburgh, EH6 6BW","£337,500  on 23 May 2024"
"G/L, 9 Maxwell Street, Edinburgh, EH10 5HT","£370,000  on 23 May 2024"
"6 Keggie Avenue, Edinburgh, EH17 8ZT","£442,995  on 23 May 2024"
"34 Laichpark Road, Edinburgh, EH14 1XB","£435,000  on 23 May 2024"
"3 Clarkson Road, Edinburgh, EH17 8ZD","£365,995  on 23 May 2024"
"7 Auldgate, Kirkliston, EH29 9HB","£180,000  on 23 May 2024"
"3F2, 228 Easter Road, Edinburgh, EH6 8LE","£158,300  on 23 May 2024"
"Flat 4, 11 Duncombe Road, Edinburgh, EH14 3JS","£181,000  on 23 May 2024"
"Flat 59, 25 Barnton Grove, Edinburgh, EH4 6EZ","£220,000  on 23 May 2024"
"3/12, Loaning Mills, Edinburgh, EH7 6LL","£170,000  on 23 May 2024"
"7 Downfield Place, Edinburgh, EH11 2EH","£225,000  on 23 May 2024,£201,533  on 2 October 2020"
"94 Crosswood Crescent, Balerno, Midlothian, EH14 7HS","£455,000  on 23 May 2024"
"14 Braid Hills Road, Edinburgh, EH10 6EZ","£815,000  on 23 May 2024"
"9 Duntreath Road, Edinburgh, EH16 4ZB","£271,000  on 23 May 2024,£210,950  on 30 November 2020"
"Flat 4, 1 Wintour Lane, Currie, EH14 6AY","£304,800  on 23 May 2024"
